NAME.x,Census_Tract.x,County.x,State.x,tract_short,tract_uid,ntaname,Year,Population,Italian,Prop
"Census Tract 186, New York County, New York",Census Tract 186,New York County,New York,186,1186,Central Harlem South,2012,6262,42,0.006707122
"Census Tract 187, New York County, New York",Census Tract 187,New York County,New York,187,1187,Upper West Side,2012,8984,657,0.073130009
"Census Tract 188, New York County, New York",Census Tract 188,New York County,New York,188,1188,East Harlem North,2012,5690,207,0.036379613
"Census Tract 189, New York County, New York",Census Tract 189,New York County,New York,189,1189,Upper West Side,2012,12345,397,0.032158769
"Census Tract 190, New York County, New York",Census Tract 190,New York County,New York,190,1190,Central Harlem South,2012,2924,95,0.03248974
"Census Tract 191, New York County, New York",Census Tract 191,New York County,New York,191,1191,Upper West Side,2012,9286,367,0.039521861
"Census Tract 192, New York County, New York",Census Tract 192,New York County,New York,192,1192,East Harlem North,2012,4190,73,0.017422434
"Census Tract 193, New York County, New York",Census Tract 193,New York County,New York,193,1193,Morningside Heights,2012,9096,515,0.056618294
"Census Tract 194, New York County, New York",Census Tract 194,New York County,New York,194,1194,East Harlem North,2012,6043,47,0.007777594
"Census Tract 195, New York County, New York",Census Tract 195,New York County,New York,195,1195,Morningside Heights,2012,7755,583,0.075177305
"Census Tract 196, New York County, New York",Census Tract 196,New York County,New York,196,1196,East Harlem North,2012,4256,21,0.004934211
"Census Tract 197.01, New York County, New York",Census Tract 197.01,New York County,New York,197.01,1197.01,Morningside Heights,2012,704,24,0.034090909
"Census Tract 197.02, New York County, New York",Census Tract 197.02,New York County,New York,197.02,1197.02,Central Harlem South,2012,2021,56,0.027709055
"Census Tract 198, New York County, New York",Census Tract 198,New York County,New York,198,1198,East Harlem North,2012,2089,69,0.033030158
"Census Tract 199, New York County, New York",Census Tract 199,New York County,New York,199,1199,Morningside Heights,2012,9758,425,0.043554007
"Census Tract 200, New York County, New York",Census Tract 200,New York County,New York,200,1200,Central Harlem South,2012,3091,91,0.029440311
"Census Tract 201.01, New York County, New York",Census Tract 201.01,New York County,New York,201.01,1201.01,Morningside Heights,2012,2245,133,0.059242762
"Census Tract 201.02, New York County, New York",Census Tract 201.02,New York County,New York,201.02,1201.02,Central Harlem South,2012,4170,112,0.026858513
"Census Tract 203, New York County, New York",Census Tract 203,New York County,New York,203,1203,Morningside Heights,2012,3550,182,0.051267606
"Census Tract 205, New York County, New York",Census Tract 205,New York County,New York,205,1205,Morningside Heights,2012,4779,212,0.044360745
"Census Tract 206, New York County, New York",Census Tract 206,New York County,New York,206,1206,Central Harlem North-Polo Grounds,2012,2734,81,0.02962692
"Census Tract 207.01, New York County, New York",Census Tract 207.01,New York County,New York,207.01,1207.01,Morningside Heights,2012,3304,260,0.078692494
"Census Tract 208, New York County, New York",Census Tract 208,New York County,New York,208,1208,Central Harlem North-Polo Grounds,2012,5039,158,0.031355428
"Census Tract 209.01, New York County, New York",Census Tract 209.01,New York County,New York,209.01,1209.01,Morningside Heights,2012,4017,23,0.005725666
"Census Tract 210, New York County, New York",Census Tract 210,New York County,New York,210,1210,East Harlem North,2012,7215,26,0.003603604
"Census Tract 211, New York County, New York",Census Tract 211,New York County,New York,211,1211,Morningside Heights,2012,9118,451,0.049462601
"Census Tract 212, New York County, New York",Census Tract 212,New York County,New York,212,1212,Central Harlem North-Polo Grounds,2012,3864,63,0.016304348
"Census Tract 213.03, New York County, New York",Census Tract 213.03,New York County,New York,213.03,1213.03,Manhattanville,2012,5910,133,0.02250423
"Census Tract 214, New York County, New York",Census Tract 214,New York County,New York,214,1214,Central Harlem North-Polo Grounds,2012,2980,5,0.001677852
"Census Tract 215, New York County, New York",Census Tract 215,New York County,New York,215,1215,Central Harlem North-Polo Grounds,2012,2841,0,0
"Census Tract 216, New York County, New York",Census Tract 216,New York County,New York,216,1216,Central Harlem South,2012,8583,76,0.008854713
"Census Tract 217.03, New York County, New York",Census Tract 217.03,New York County,New York,217.03,1217.03,Manhattanville,2012,0,0,0
"Census Tract 218, New York County, New York",Census Tract 218,New York County,New York,218,1218,Central Harlem South,2012,6576,341,0.051855231
"Census Tract 219, New York County, New York",Census Tract 219,New York County,New York,219,1219,Manhattanville,2012,6053,3,4.96e-4
"Census Tract 220, New York County, New York",Census Tract 220,New York County,New York,220,1220,Central Harlem South,2012,5965,132,0.022129086
"Census Tract 221.02, New York County, New York",Census Tract 221.02,New York County,New York,221.02,1221.02,Central Harlem North-Polo Grounds,2012,2201,64,0.029077692
"Census Tract 222, New York County, New York",Census Tract 222,New York County,New York,222,1222,Central Harlem South,2012,2840,44,0.015492958
"Census Tract 223.01, New York County, New York",Census Tract 223.01,New York County,New York,223.01,1223.01,Manhattanville,2012,8384,28,0.003339695
"Census Tract 223.02, New York County, New York",Census Tract 223.02,New York County,New York,223.02,1223.02,Manhattanville,2012,3498,78,0.022298456
"Census Tract 224, New York County, New York",Census Tract 224,New York County,New York,224,1224,Central Harlem North-Polo Grounds,2012,6543,26,0.003973712
"Census Tract 225, New York County, New York",Census Tract 225,New York County,New York,225,1225,Hamilton Heights,2012,10093,196,0.0194194
"Census Tract 226, New York County, New York",Census Tract 226,New York County,New York,226,1226,Central Harlem North-Polo Grounds,2012,4373,21,0.004802195
"Census Tract 227, New York County, New York",Census Tract 227,New York County,New York,227,1227,Hamilton Heights,2012,5658,81,0.014316013
"Census Tract 228, New York County, New York",Census Tract 228,New York County,New York,228,1228,Central Harlem North-Polo Grounds,2012,5063,121,0.023898874
"Census Tract 229, New York County, New York",Census Tract 229,New York County,New York,229,1229,Hamilton Heights,2012,8978,44,0.004900869
"Census Tract 230, New York County, New York",Census Tract 230,New York County,New York,230,1230,Central Harlem North-Polo Grounds,2012,9101,173,0.0190089
"Census Tract 231, New York County, New York",Census Tract 231,New York County,New York,231,1231,Hamilton Heights,2012,6275,67,0.010677291
"Census Tract 232, New York County, New York",Census Tract 232,New York County,New York,232,1232,Central Harlem North-Polo Grounds,2012,9219,19,0.002060961
"Census Tract 233, New York County, New York",Census Tract 233,New York County,New York,233,1233,Hamilton Heights,2012,6107,165,0.027018176
"Census Tract 234, New York County, New York",Census Tract 234,New York County,New York,234,1234,Central Harlem North-Polo Grounds,2012,5103,51,0.009994121
"Census Tract 235.01, New York County, New York",Census Tract 235.01,New York County,New York,235.01,1235.01,Hamilton Heights,2012,6855,168,0.024507659
"Census Tract 235.02, New York County, New York",Census Tract 235.02,New York County,New York,235.02,1235.02,Central Harlem North-Polo Grounds,2012,1763,0,0
"Census Tract 236, New York County, New York",Census Tract 236,New York County,New York,236,1236,Central Harlem North-Polo Grounds,2012,6548,58,0.008857666
"Census Tract 237, New York County, New York",Census Tract 237,New York County,New York,237,1237,Hamilton Heights,2012,7561,204,0.026980558
"Census Tract 238.01, New York County, New York",Census Tract 238.01,New York County,New York,238.01,1238.01,Lenox Hill-Roosevelt Island,2012,9769,287,0.029378647
"Census Tract 238.02, New York County, New York",Census Tract 238.02,New York County,New York,238.02,1238.02,Lenox Hill-Roosevelt Island,2012,2542,146,0.05743509
"Census Tract 239, New York County, New York",Census Tract 239,New York County,New York,239,1239,Washington Heights South,2012,2364,45,0.019035533
"Census Tract 240, New York County, New York",Census Tract 240,New York County,New York,240,1240,park-cemetery-etc-Manhattan,2012,1442,19,0.013176144
"Census Tract 241, New York County, New York",Census Tract 241,New York County,New York,241,1241,Washington Heights South,2012,8305,302,0.036363636
"Census Tract 242, New York County, New York",Census Tract 242,New York County,New York,242,1242,East Harlem North,2012,3649,16,0.004384763
"Census Tract 243.01, New York County, New York",Census Tract 243.01,New York County,New York,243.01,1243.01,Washington Heights South,2012,4329,67,0.015477015
"Census Tract 243.02, New York County, New York",Census Tract 243.02,New York County,New York,243.02,1243.02,Central Harlem North-Polo Grounds,2012,6982,44,0.006301919
"Census Tract 245, New York County, New York",Census Tract 245,New York County,New York,245,1245,Washington Heights South,2012,16399,224,0.013659369
"Census Tract 247, New York County, New York",Census Tract 247,New York County,New York,247,1247,Washington Heights South,2012,8444,139,0.016461393
"Census Tract 249, New York County, New York",Census Tract 249,New York County,New York,249,1249,Washington Heights South,2012,1074,20,0.018621974
"Census Tract 251, New York County, New York",Census Tract 251,New York County,New York,251,1251,Washington Heights South,2012,2942,5,0.001699524
"Census Tract 253, New York County, New York",Census Tract 253,New York County,New York,253,1253,Washington Heights South,2012,11334,66,0.005823187
"Census Tract 255, New York County, New York",Census Tract 255,New York County,New York,255,1255,Washington Heights South,2012,5447,300,0.055076189
"Census Tract 257, New York County, New York",Census Tract 257,New York County,New York,257,1257,Central Harlem South,2012,4262,196,0.045987799
"Census Tract 259, New York County, New York",Census Tract 259,New York County,New York,259,1259,Central Harlem North-Polo Grounds,2012,3839,164,0.042719458
"Census Tract 261, New York County, New York",Census Tract 261,New York County,New York,261,1261,Washington Heights South,2012,12750,23,0.001803922
"Census Tract 263, New York County, New York",Census Tract 263,New York County,New York,263,1263,Washington Heights South,2012,8981,118,0.013138849
"Census Tract 265, New York County, New York",Census Tract 265,New York County,New York,265,1265,Washington Heights South,2012,7182,225,0.031328321
"Census Tract 267, New York County, New York",Census Tract 267,New York County,New York,267,1267,Washington Heights North,2012,2199,14,0.00636653
"Census Tract 269, New York County, New York",Census Tract 269,New York County,New York,269,1269,Washington Heights North,2012,8921,36,0.004035422
"Census Tract 271, New York County, New York",Census Tract 271,New York County,New York,271,1271,Washington Heights North,2012,9336,145,0.015531277
"Census Tract 273, New York County, New York",Census Tract 273,New York County,New York,273,1273,Washington Heights North,2012,6726,498,0.074041035
"Census Tract 275, New York County, New York",Census Tract 275,New York County,New York,275,1275,Washington Heights North,2012,2966,160,0.053944707
"Census Tract 277, New York County, New York",Census Tract 277,New York County,New York,277,1277,Washington Heights North,2012,7123,230,0.032289766
"Census Tract 279, New York County, New York",Census Tract 279,New York County,New York,279,1279,Washington Heights North,2012,11198,170,0.015181282
"Census Tract 281, New York County, New York",Census Tract 281,New York County,New York,281,1281,Washington Heights North,2012,2981,105,0.03522308
"Census Tract 283, New York County, New York",Census Tract 283,New York County,New York,283,1283,Washington Heights North,2012,7491,184,0.024562809
"Census Tract 285, New York County, New York",Census Tract 285,New York County,New York,285,1285,Washington Heights North,2012,7819,69,0.008824658
"Census Tract 287, New York County, New York",Census Tract 287,New York County,New York,287,1287,Washington Heights North,2012,4325,83,0.019190751
"Census Tract 291, New York County, New York",Census Tract 291,New York County,New York,291,1291,Marble Hill-Inwood,2012,12661,26,0.00205355
"Census Tract 293, New York County, New York",Census Tract 293,New York County,New York,293,1293,Marble Hill-Inwood,2012,8942,63,0.007045404
"Census Tract 295, New York County, New York",Census Tract 295,New York County,New York,295,1295,Marble Hill-Inwood,2012,7762,308,0.039680495
"Census Tract 297, New York County, New York",Census Tract 297,New York County,New York,297,1297,park-cemetery-etc-Manhattan,2012,39,0,0
"Census Tract 1, New York County, New York",Census Tract 1,New York County,New York,1,11,park-cemetery-etc-Manhattan,2012,0,0,0
"Census Tract 2.01, New York County, New York",Census Tract 2.01,New York County,New York,2.01,12.01,Lower East Side,2012,2773,10,0.003606203
"Census Tract 2.02, New York County, New York",Census Tract 2.02,New York County,New York,2.02,12.02,Lower East Side,2012,8339,363,0.043530399
"Census Tract 5, New York County, New York",Census Tract 5,New York County,New York,5,15,park-cemetery-etc-Manhattan,2012,0,0,0
"Census Tract 6, New York County, New York",Census Tract 6,New York County,New York,6,16,Lower East Side,2012,10760,134,0.012453532
"Census Tract 7, New York County, New York",Census Tract 7,New York County,New York,7,17,Battery Park City-Lower Manhattan,2012,7024,1069,0.152192483
"Census Tract 8, New York County, New York",Census Tract 8,New York County,New York,8,18,Chinatown,2012,10955,432,0.039434048
"Census Tract 9, New York County, New York",Census Tract 9,New York County,New York,9,19,Battery Park City-Lower Manhattan,2012,849,124,0.146054181
"Census Tract 10.01, New York County, New York",Census Tract 10.01,New York County,New York,10.01,110.01,Lower East Side,2012,1701,218,0.128159906
"Census Tract 10.02, New York County, New York",Census Tract 10.02,New York County,New York,10.02,110.02,Lower East Side,2012,5923,5,8.44e-4
"Census Tract 12, New York County, New York",Census Tract 12,New York County,New York,12,112,Lower East Side,2012,3609,109,0.030202272
"Census Tract 13, New York County, New York",Census Tract 13,New York County,New York,13,113,Battery Park City-Lower Manhattan,2012,3783,361,0.09542691
"Census Tract 14.01, New York County, New York",Census Tract 14.01,New York County,New York,14.01,114.01,Lower East Side,2012,3241,157,0.048441839
"Census Tract 14.02, New York County, New York",Census Tract 14.02,New York County,New York,14.02,114.02,Lower East Side,2012,3137,174,0.055467007
"Census Tract 15.01, New York County, New York",Census Tract 15.01,New York County,New York,15.01,115.01,Battery Park City-Lower Manhattan,2012,5534,681,0.123057463
"Census Tract 15.02, New York County, New York",Census Tract 15.02,New York County,New York,15.02,115.02,Battery Park City-Lower Manhattan,2012,6668,692,0.103779244
"Census Tract 16, New York County, New York",Census Tract 16,New York County,New York,16,116,Chinatown,2012,7479,75,0.010028079
"Census Tract 18, New York County, New York",Census Tract 18,New York County,New York,18,118,Chinatown,2012,7741,154,0.019894071
"Census Tract 20, New York County, New York",Census Tract 20,New York County,New York,20,120,Lower East Side,2012,4889,24,0.004908979
"Census Tract 21, New York County, New York",Census Tract 21,New York County,New York,21,121,SoHo-TriBeCa-Civic Center-Little Italy,2012,5418,351,0.064784053
"Census Tract 22.01, New York County, New York",Census Tract 22.01,New York County,New York,22.01,122.01,Lower East Side,2012,6823,216,0.031657629
"Census Tract 22.02, New York County, New York",Census Tract 22.02,New York County,New York,22.02,122.02,Lower East Side,2012,2210,130,0.058823529
"Census Tract 24, New York County, New York",Census Tract 24,New York County,New York,24,124,Lower East Side,2012,5453,218,0.039977994
"Census Tract 25, New York County, New York",Census Tract 25,New York County,New York,25,125,Chinatown,2012,5406,66,0.012208657
"Census Tract 26.01, New York County, New York",Census Tract 26.01,New York County,New York,26.01,126.01,Lower East Side,2012,3588,120,0.033444816
"Census Tract 26.02, New York County, New York",Census Tract 26.02,New York County,New York,26.02,126.02,Lower East Side,2012,4529,528,0.116582027
"Census Tract 27, New York County, New York",Census Tract 27,New York County,New York,27,127,Chinatown,2012,1223,59,0.048242028
"Census Tract 28, New York County, New York",Census Tract 28,New York County,New York,28,128,Lower East Side,2012,7268,513,0.070583379
"Census Tract 29, New York County, New York",Census Tract 29,New York County,New York,29,129,Chinatown,2012,6385,97,0.015191856
"Census Tract 30.01, New York County, New York",Census Tract 30.01,New York County,New York,30.01,130.01,Chinatown,2012,4313,397,0.092047299
"Census Tract 30.02, New York County, New York",Census Tract 30.02,New York County,New York,30.02,130.02,East Village,2012,2916,166,0.056927298
"Census Tract 31, New York County, New York",Census Tract 31,New York County,New York,31,131,SoHo-TriBeCa-Civic Center-Little Italy,2012,2747,203,0.073898799
"Census Tract 32, New York County, New York",Census Tract 32,New York County,New York,32,132,East Village,2012,8121,854,0.105159463
"Census Tract 33, New York County, New York",Census Tract 33,New York County,New York,33,133,SoHo-TriBeCa-Civic Center-Little Italy,2012,4758,507,0.106557377
"Census Tract 34, New York County, New York",Census Tract 34,New York County,New York,34,134,East Village,2012,6945,513,0.073866091
"Census Tract 36.01, New York County, New York",Census Tract 36.01,New York County,New York,36.01,136.01,Chinatown,2012,3048,184,0.060367454
"Census Tract 36.02, New York County, New York",Census Tract 36.02,New York County,New York,36.02,136.02,East Village,2012,2795,241,0.086225403
"Census Tract 37, New York County, New York",Census Tract 37,New York County,New York,37,137,SoHo-TriBeCa-Civic Center-Little Italy,2012,2214,296,0.13369467
"Census Tract 38, New York County, New York",Census Tract 38,New York County,New York,38,138,East Village,2012,8799,894,0.101602455
"Census Tract 39, New York County, New York",Census Tract 39,New York County,New York,39,139,SoHo-TriBeCa-Civic Center-Little Italy,2012,4965,738,0.148640483
"Census Tract 40, New York County, New York",Census Tract 40,New York County,New York,40,140,East Village,2012,9307,608,0.065327173
"Census Tract 41, New York County, New York",Census Tract 41,New York County,New York,41,141,SoHo-TriBeCa-Civic Center-Little Italy,2012,7577,482,0.063613567
"Census Tract 42, New York County, New York",Census Tract 42,New York County,New York,42,142,East Village,2012,4872,377,0.077380952
"Census Tract 43, New York County, New York",Census Tract 43,New York County,New York,43,143,SoHo-TriBeCa-Civic Center-Little Italy,2012,4565,510,0.111719606
"Census Tract 44, New York County, New York",Census Tract 44,New York County,New York,44,144,Stuyvesant Town-Cooper Village,2012,16959,1345,0.079308922
"Census Tract 45, New York County, New York",Census Tract 45,New York County,New York,45,145,SoHo-TriBeCa-Civic Center-Little Italy,2012,836,78,0.093301435
"Census Tract 47, New York County, New York",Census Tract 47,New York County,New York,47,147,SoHo-TriBeCa-Civic Center-Little Italy,2012,2234,394,0.176365264
"Census Tract 48, New York County, New York",Census Tract 48,New York County,New York,48,148,Gramercy,2012,6973,657,0.094220565
"Census Tract 49, New York County, New York",Census Tract 49,New York County,New York,49,149,SoHo-TriBeCa-Civic Center-Little Italy,2012,4745,565,0.119072708
"Census Tract 50, New York County, New York",Census Tract 50,New York County,New York,50,150,Gramercy,2012,5280,431,0.081628788
"Census Tract 52, New York County, New York",Census Tract 52,New York County,New York,52,152,Hudson Yards-Chelsea-Flatiron-Union Square,2012,4000,453,0.11325
"Census Tract 54, New York County, New York",Census Tract 54,New York County,New York,54,154,Hudson Yards-Chelsea-Flatiron-Union Square,2012,4576,491,0.107298951
"Census Tract 55.01, New York County, New York",Census Tract 55.01,New York County,New York,55.01,155.01,West Village,2012,4731,357,0.075459734
"Census Tract 55.02, New York County, New York",Census Tract 55.02,New York County,New York,55.02,155.02,West Village,2012,2071,110,0.053114437
"Census Tract 56, New York County, New York",Census Tract 56,New York County,New York,56,156,Hudson Yards-Chelsea-Flatiron-Union Square,2012,2950,410,0.138983051
"Census Tract 57, New York County, New York",Census Tract 57,New York County,New York,57,157,West Village,2012,2785,185,0.066427289
"Census Tract 58, New York County, New York",Census Tract 58,New York County,New York,58,158,Hudson Yards-Chelsea-Flatiron-Union Square,2012,3078,227,0.073749188
"Census Tract 59, New York County, New York",Census Tract 59,New York County,New York,59,159,West Village,2012,5455,575,0.105407883
"Census Tract 60, New York County, New York",Census Tract 60,New York County,New York,60,160,Stuyvesant Town-Cooper Village,2012,4905,562,0.114576962
"Census Tract 61, New York County, New York",Census Tract 61,New York County,New York,61,161,West Village,2012,5175,518,0.100096618
"Census Tract 62, New York County, New York",Census Tract 62,New York County,New York,62,162,Murray Hill-Kips Bay,2012,4246,246,0.057936882
"Census Tract 63, New York County, New York",Census Tract 63,New York County,New York,63,163,West Village,2012,6486,865,0.133364169
"Census Tract 64, New York County, New York",Census Tract 64,New York County,New York,64,164,Gramercy,2012,7439,731,0.098265896
"Census Tract 65, New York County, New York",Census Tract 65,New York County,New York,65,165,West Village,2012,6820,1152,0.168914956
"Census Tract 66, New York County, New York",Census Tract 66,New York County,New York,66,166,Murray Hill-Kips Bay,2012,12177,1504,0.123511538
"Census Tract 67, New York County, New York",Census Tract 67,New York County,New York,67,167,West Village,2012,5298,887,0.167421669
"Census Tract 68, New York County, New York",Census Tract 68,New York County,New York,68,168,Gramercy,2012,6383,643,0.100736331
"Census Tract 69, New York County, New York",Census Tract 69,New York County,New York,69,169,West Village,2012,2705,270,0.099815157
"Census Tract 70, New York County, New York",Census Tract 70,New York County,New York,70,170,Murray Hill-Kips Bay,2012,8434,961,0.113943562
"Census Tract 71, New York County, New York",Census Tract 71,New York County,New York,71,171,West Village,2012,5512,542,0.098330914
"Census Tract 72, New York County, New York",Census Tract 72,New York County,New York,72,172,Murray Hill-Kips Bay,2012,8289,849,0.1024249
"Census Tract 73, New York County, New York",Census Tract 73,New York County,New York,73,173,West Village,2012,5732,571,0.09961619
"Census Tract 74, New York County, New York",Census Tract 74,New York County,New York,74,174,Midtown-Midtown South,2012,4358,296,0.067921065
"Census Tract 75, New York County, New York",Census Tract 75,New York County,New York,75,175,West Village,2012,4395,604,0.137428896
"Census Tract 76, New York County, New York",Census Tract 76,New York County,New York,76,176,Midtown-Midtown South,2012,2110,106,0.050236967
"Census Tract 77, New York County, New York",Census Tract 77,New York County,New York,77,177,West Village,2012,5565,811,0.145732255
"Census Tract 78, New York County, New York",Census Tract 78,New York County,New York,78,178,Murray Hill-Kips Bay,2012,7582,722,0.095225534
"Census Tract 79, New York County, New York",Census Tract 79,New York County,New York,79,179,West Village,2012,4455,544,0.122109989
"Census Tract 80, New York County, New York",Census Tract 80,New York County,New York,80,180,Murray Hill-Kips Bay,2012,5186,681,0.131315079
"Census Tract 81, New York County, New York",Census Tract 81,New York County,New York,81,181,Hudson Yards-Chelsea-Flatiron-Union Square,2012,8243,699,0.084799224
"Census Tract 82, New York County, New York",Census Tract 82,New York County,New York,82,182,Murray Hill-Kips Bay,2012,3601,266,0.07386837
"Census Tract 83, New York County, New York",Census Tract 83,New York County,New York,83,183,Hudson Yards-Chelsea-Flatiron-Union Square,2012,4138,259,0.062590623
"Census Tract 84, New York County, New York",Census Tract 84,New York County,New York,84,184,Midtown-Midtown South,2012,1661,114,0.068633353
"Census Tract 86.01, New York County, New York",Census Tract 86.01,New York County,New York,86.01,186.01,Turtle Bay-East Midtown,2012,2451,375,0.152998776
"Census Tract 86.02, New York County, New York",Census Tract 86.02,New York County,New York,86.02,186.02,Turtle Bay-East Midtown,2012,0,0,0
"Census Tract 86.03, New York County, New York",Census Tract 86.03,New York County,New York,86.03,186.03,Turtle Bay-East Midtown,2012,4487,566,0.126142189
"Census Tract 87, New York County, New York",Census Tract 87,New York County,New York,87,187,Hudson Yards-Chelsea-Flatiron-Union Square,2012,6445,802,0.124437548
"Census Tract 88, New York County, New York",Census Tract 88,New York County,New York,88,188,Turtle Bay-East Midtown,2012,6993,844,0.120692121
"Census Tract 89, New York County, New York",Census Tract 89,New York County,New York,89,189,Hudson Yards-Chelsea-Flatiron-Union Square,2012,5713,686,0.120077017
"Census Tract 90, New York County, New York",Census Tract 90,New York County,New York,90,190,Turtle Bay-East Midtown,2012,7115,714,0.10035137
"Census Tract 91, New York County, New York",Census Tract 91,New York County,New York,91,191,Hudson Yards-Chelsea-Flatiron-Union Square,2012,5840,625,0.107020548
"Census Tract 92, New York County, New York",Census Tract 92,New York County,New York,92,192,Turtle Bay-East Midtown,2012,1748,172,0.098398169
"Census Tract 93, New York County, New York",Census Tract 93,New York County,New York,93,193,Hudson Yards-Chelsea-Flatiron-Union Square,2012,9056,974,0.107553004
"Census Tract 94, New York County, New York",Census Tract 94,New York County,New York,94,194,Midtown-Midtown South,2012,28,0,0
"Census Tract 1, Queens County, New York",Census Tract 1,Queens County,New York,1,41,Hunters Point-Sunnyside-West Maspeth,2012,4637,414,0.089281863
"Census Tract 2, Queens County, New York",Census Tract 2,Queens County,New York,2,42,Woodhaven,2012,3210,26,0.008099688
"Census Tract 4, Queens County, New York",Census Tract 4,Queens County,New York,4,44,Woodhaven,2012,4955,178,0.03592331
"Census Tract 6, Queens County, New York",Census Tract 6,Queens County,New York,6,46,Woodhaven,2012,3779,49,0.012966393
"Census Tract 7, Queens County, New York",Census Tract 7,Queens County,New York,7,47,Hunters Point-Sunnyside-West Maspeth,2012,4520,651,0.144026549
"Census Tract 8, Queens County, New York",Census Tract 8,Queens County,New York,8,48,Woodhaven,2012,3807,189,0.04964539
"Census Tract 10, Queens County, New York",Census Tract 10,Queens County,New York,10,410,Woodhaven,2012,3488,180,0.051605505
"Census Tract 12, Queens County, New York",Census Tract 12,Queens County,New York,12,412,Woodhaven,2012,4407,432,0.098025868
"Census Tract 14, Queens County, New York",Census Tract 14,Queens County,New York,14,414,Woodhaven,2012,4112,279,0.067850195
"Census Tract 16, Queens County, New York",Census Tract 16,Queens County,New York,16,416,Woodhaven,2012,2743,119,0.043383157
"Census Tract 18, Queens County, New York",Census Tract 18,Queens County,New York,18,418,Woodhaven,2012,3180,215,0.067610063
"Census Tract 19, Queens County, New York",Census Tract 19,Queens County,New York,19,419,Hunters Point-Sunnyside-West Maspeth,2012,998,65,0.065130261
"Census Tract 20, Queens County, New York",Census Tract 20,Queens County,New York,20,420,Woodhaven,2012,1675,62,0.037014925
"Census Tract 22, Queens County, New York",Census Tract 22,Queens County,New York,22,422,Woodhaven,2012,1872,106,0.056623932
"Census Tract 24, Queens County, New York",Census Tract 24,Queens County,New York,24,424,Richmond Hill,2012,2323,45,0.019371502
"Census Tract 25, Queens County, New York",Census Tract 25,Queens County,New York,25,425,Queensbridge-Ravenswood-Long Island City,2012,7102,73,0.010278795
"Census Tract 26, Queens County, New York",Census Tract 26,Queens County,New York,26,426,Richmond Hill,2012,2407,151,0.062733693
"Census Tract 28, Queens County, New York",Census Tract 28,Queens County,New York,28,428,Richmond Hill,2012,3364,392,0.116527943
"Census Tract 30, Queens County, New York",Census Tract 30,Queens County,New York,30,430,Woodhaven,2012,1645,39,0.023708207
"Census Tract 31, Queens County, New York",Census Tract 31,Queens County,New York,31,431,Queensbridge-Ravenswood-Long Island City,2012,1173,83,0.070758738
"Census Tract 32, Queens County, New York",Census Tract 32,Queens County,New York,32,432,Woodhaven,2012,1469,53,0.036078965
"Census Tract 33, Queens County, New York",Census Tract 33,Queens County,New York,33,433,Queensbridge-Ravenswood-Long Island City,2012,2302,55,0.023892268
"Census Tract 34, Queens County, New York",Census Tract 34,Queens County,New York,34,434,Woodhaven,2012,2062,173,0.083899127
"Census Tract 36, Queens County, New York",Census Tract 36,Queens County,New York,36,436,Woodhaven,2012,3605,109,0.030235784
"Census Tract 37, Queens County, New York",Census Tract 37,Queens County,New York,37,437,Queensbridge-Ravenswood-Long Island City,2012,0,0,0
"Census Tract 38, Queens County, New York",Census Tract 38,Queens County,New York,38,438,Woodhaven,2012,2567,58,0.022594468
"Census Tract 39, Queens County, New York",Census Tract 39,Queens County,New York,39,439,Queensbridge-Ravenswood-Long Island City,2012,1586,150,0.094577554
"Census Tract 40.01, Queens County, New York",Census Tract 40.01,Queens County,New York,40.01,440.01,Woodhaven,2012,1812,178,0.098233996
"Census Tract 40.02, Queens County, New York",Census Tract 40.02,Queens County,New York,40.02,440.02,Ozone Park,2012,1210,51,0.04214876
"Census Tract 42, Queens County, New York",Census Tract 42,Queens County,New York,42,442,Woodhaven,2012,4343,616,0.14183744
"Census Tract 43, Queens County, New York",Census Tract 43,Queens County,New York,43,443,Queensbridge-Ravenswood-Long Island City,2012,2210,53,0.0239819
"Census Tract 44.01, Queens County, New York",Census Tract 44.01,Queens County,New York,44.01,444.01,Ozone Park,2012,3374,280,0.082987552
"Census Tract 45, Queens County, New York",Census Tract 45,Queens County,New York,45,445,Astoria,2012,2686,285,0.106105733
"Census Tract 47, Queens County, New York",Census Tract 47,Queens County,New York,47,447,Astoria,2012,4016,116,0.028884462
"Census Tract 50, Queens County, New York",Census Tract 50,Queens County,New York,50,450,Ozone Park,2012,0,0,0
"Census Tract 51, Queens County, New York",Census Tract 51,Queens County,New York,51,451,Queensbridge-Ravenswood-Long Island City,2012,1951,189,0.096873398
"Census Tract 52, Queens County, New York",Census Tract 52,Queens County,New York,52,452,Woodhaven,2012,2889,77,0.026652821
"Census Tract 53, Queens County, New York",Census Tract 53,Queens County,New York,53,453,Astoria,2012,4714,608,0.128977514
"Census Tract 54, Queens County, New York",Census Tract 54,Queens County,New York,54,454,Ozone Park,2012,5281,447,0.08464306
"Census Tract 55, Queens County, New York",Census Tract 55,Queens County,New York,55,455,Queensbridge-Ravenswood-Long Island City,2012,1184,46,0.038851351
"Census Tract 57, Queens County, New York",Census Tract 57,Queens County,New York,57,457,Astoria,2012,4282,315,0.073563755
"Census Tract 58, Queens County, New York",Census Tract 58,Queens County,New York,58,458,Ozone Park,2012,6005,1467,0.24429642
"Census Tract 59, Queens County, New York",Census Tract 59,Queens County,New York,59,459,Astoria,2012,3724,489,0.131310419
